V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12
V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12
lat	 60.000	 60.000	 69.000	 71.250	 55.625	 56.625	 56.625	 59.875	 46.250	 46.250	 42.000	 33.000
lon	-18.000	 -8.875	  9.250	 45.000	-19.750	 -8.875	  9.250	 27.375	-12.000	 -8.875	  9.750	 45.000
N	  3.926	  2.907	  1.019	  3.555	  3.972	  2.907	  1.019	  1.297	  3.474	  2.907	  0.984	  3.555
S	  2.907	  4.563	  2.328	  3.254	  3.081	  4.563	  2.328	  1.112	  4.088	  4.563	  0.776	 -0.544
W	  2.293	  2.293	  3.167	  3.819	  2.728	  2.695	  2.695	  2.284	  1.373	  1.373	  1.216	  1.685
E	  0.764	  0.764	 -1.551	 -1.657	  1.456	  1.495	  1.495	  0.785	  2.445	  2.445	  1.839	  0.290
NW	  4.247	  3.794	  1.203	  3.470	  4.197	  3.944	  2.484	  0.379	  4.010	  4.045	  3.655	  1.304
NE	  3.119	  1.891	  1.325	  1.577	  2.878	  2.019	  2.249	  2.439	  2.003	  2.423	  2.473	 -0.098
SE	  3.595	  3.495	  2.709	 -2.570	  4.668	  3.307	  2.531	  1.294	  4.972	  4.462	  0.844	 -0.888
SW	  4.245	  2.607	  2.537	  3.374	  4.065	  2.655	  2.429	  1.120	  2.848	  2.895	  1.084	  0.098
x
1 day
V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13
lat	 60.00	 60.00	 64.50	 70.12	 55.50	 56.62	 57.75	 52.25	 52.12	 46.25	 46.25	 42.12	 33.00
lon	-14.00	 -8.88	  9.25	 45.00	-18.00	 -8.88	  9.25	 27.38	 27.38	 -9.00	 -7.50	  9.88	 45.00
N	  3.28	  2.70	  1.63	  2.06	  3.56	  2.70	  1.63	  1.34	  1.34	  2.69	  2.71	  1.62	  2.06
S	  2.87	  4.26	  2.65	  2.49	  3.38	  4.26	  2.65	  0.69	  0.69	  4.17	  4.88	  1.00	 -0.12
W	  2.96	  2.96	  2.21	  3.61	  2.84	  3.20	  3.52	  2.44	  2.41	  1.57	  1.57	  0.87	  1.57
E	  0.23	  0.23	 -0.13	 -1.94	  1.43	  1.35	  1.15	  1.06	  1.00	  2.86	  2.86	  2.37	  0.48
NW	  3.63	  3.58	  1.77	  2.08	  4.57	  3.78	  2.33	  1.36	  1.37	  4.55	  4.56	  3.45	  1.41
NE	  2.35	  1.90	  2.08	 -0.11	  2.29	  2.02	  2.20	  0.69	  0.67	  2.08	  2.07	  1.20	 -0.73
SE	  5.25	  3.97	  3.78	 -1.09	  4.97	  4.93	  2.69	  0.95	  0.97	  5.10	  4.93	  1.00	 -0.88
SW	  3.69	  3.08	  2.87	  2.52	  3.68	  2.49	  3.25	  0.68	  0.72	  2.06	  2.50	  1.16	  0.73
x
1 day
V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13
lat	 60.000	 62.250	 64.500	 71.250	 54.375	 53.250	 57.875	 57.750	 54.375	 46.250	 46.250	 38.625	 35.375
lon	 -9.000	 -2.000	  9.250	 27.375	-16.750	 -1.625	  9.250	  9.250	 27.375	-16.875	 -8.875	 23.750	 43.750
N	  2.849	  2.386	  2.293	  1.830	  3.706	  2.328	  2.293	  2.293	  1.830	  3.706	  2.826	  2.282	  1.529
S	  3.139	  3.787	  3.139	  2.339	  3.266	  3.903	  3.139	  3.139	  0.347	  3.278	  3.150	  0.776	  0.637
W	  2.965	  2.114	  2.583	  4.540	  4.136	  3.736	  4.051	  4.080	  4.136	  2.479	  2.479	  1.141	  0.639
E	 -0.417	 -1.542	 -0.081	 -2.378	  1.750	  1.645	  0.566	  0.608	  1.750	  2.763	  2.763	  1.764	  0.994
NW	  3.690	  4.088	  1.893	  1.559	  4.383	  3.708	  2.651	  2.640	  1.782	  3.039	  4.370	  3.976	  1.893
NE	  2.216	  2.617	  2.729	  2.062	  2.027	  3.065	  2.628	  2.642	  0.875	  2.718	  3.000	  1.398	  0.640
SE	  4.696	  4.163	  3.896	  2.972	  4.197	  4.986	  2.972	  3.002	  0.993	  3.371	  4.132	  0.798	  0.206
SW	  2.807	  2.955	  3.266	  2.155	  3.117	  3.354	  2.450	  2.516	  1.081	  2.861	  1.936	  0.844	  0.839
x
1 day
V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12
lat	 60.00	 64.50	 63.38	 71.25	 53.25	 56.62	 57.75	 47.62	 46.25	 46.25	 38.62	 36.38
lon	 -9.00	  0.00	  9.25	 27.38	-18.25	  1.75	  9.25	 27.38	-12.00	 -8.88	 23.75	 43.75
N	  3.23	  2.11	  2.54	  2.48	  3.13	  2.63	  2.54	  2.48	  3.57	  3.18	  2.77	  1.47
S	  3.62	  3.67	  3.94	  2.63	  2.48	  4.44	  3.94	  0.35	  3.73	  3.58	  0.95	  0.60
W	  2.69	  3.04	  2.56	  4.86	  5.15	  4.13	  3.71	  3.57	  3.28	  3.28	  1.56	  1.08
E	 -0.97	 -0.54	 -1.32	 -2.99	  1.99	  1.05	  0.41	  2.13	  2.61	  2.61	  1.68	  0.93
NW	  2.96	  3.90	  2.15	  2.03	  4.03	  4.79	  2.73	  2.04	  3.96	  3.92	  4.66	  2.01
NE	  2.42	  2.96	  3.06	  2.87	  2.12	  3.45	  3.19	  1.10	  3.10	  3.00	  1.38	  1.13
SE	  3.48	  4.25	  2.85	  3.08	  4.10	  5.05	  3.81	  1.16	  3.98	  4.43	  1.08	  0.43
SW	  3.73	  3.07	  3.75	  2.37	  4.08	  3.70	  2.35	  0.70	  3.18	  2.89	  1.08	  0.89
x
1 day
V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13
lat	60.00	60.00	63.38	71.25	48.88	48.75	48.88	59.88	59.88	46.25	46.25	38.62	35.25
lon	-9.00	 4.00	 9.25	27.38	-9.00	-9.00	-8.88	 9.25	27.38	-9.00	-8.88	23.75	43.75
N	 3.74	 3.12	 3.25	 2.85	 3.74	 3.74	 3.71	 3.25	 2.85	 3.74	 3.71	 2.90	 1.58
S	 3.65	 4.07	 3.16	 2.35	 3.65	 3.65	 3.67	 3.16	 0.41	 3.32	 3.30	 0.68	 0.36
W	 2.78	 2.78	 2.74	 5.76	 4.19	 4.18	 4.19	 2.84	 2.84	 3.42	 3.42	 1.39	 0.84
E	-1.44	-1.44	-1.24	-2.92	 3.57	 3.58	 3.57	-1.38	-1.38	 3.63	 3.63	 1.72	 0.92
NW	 3.84	 4.44	 3.00	 2.26	 3.51	 3.53	 3.50	 3.26	 2.22	 3.46	 3.43	 5.20	 2.81
NE	 3.40	 3.15	 3.14	 3.23	 3.35	 3.34	 3.34	 3.19	 1.93	 3.12	 3.11	 1.70	 0.61
SE	 3.46	 4.57	 3.20	 3.09	 4.71	 4.63	 4.78	 3.51	 1.21	 4.70	 4.71	 0.82	 0.34
SW	 4.20	 3.43	 3.45	 2.03	 3.18	 3.15	 3.15	 2.25	 1.67	 2.88	 2.85	 1.27	 0.57
x
1 day
V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13
lat	 69.00	 65.62	 65.62	 71.25	 51.00	 51.00	 59.88	 59.88	 46.25	 46.25	 38.75	 38.62	 33.00
lon	 -9.00	  7.25	  9.25	 27.38	 -9.00	 -6.38	  9.25	 27.38	-12.00	 -8.88	 25.00	 25.00	 28.75
N	  4.54	  3.96	  3.81	  3.42	  4.54	  4.20	  3.81	  3.42	  4.32	  4.52	  3.53	  3.53	  3.32
S	  3.44	  3.66	  4.66	  2.00	  3.44	  4.15	  4.66	  0.69	  3.25	  3.49	  0.61	  0.61	 -0.30
W	  5.17	  3.26	  3.26	  6.52	  4.64	  4.64	  2.54	  2.54	  3.63	  3.63	  1.41	  1.42	  0.95
E	 -2.46	 -1.40	 -1.40	 -2.56	  3.09	  3.09	 -1.08	 -1.08	  2.73	  2.73	  2.23	  2.22	  0.77
NW	  5.68	  4.28	  3.91	  2.78	  3.09	  3.74	  4.62	  2.76	  2.67	  2.85	  5.42	  5.40	  5.94
NE	  3.35	  3.92	  3.88	  3.82	  4.01	  4.06	  4.00	  2.58	  3.91	  3.90	  1.56	  1.62	  1.27
SE	  3.49	  4.62	  4.48	  2.79	  5.21	  4.51	  3.49	  1.49	  3.63	  4.83	  0.75	  0.76	 -0.31
SW	  2.85	  3.36	  3.51	  2.64	  3.52	  3.55	  2.96	  2.19	  3.24	  2.81	  1.01	  1.03	 -0.13
x
1 day
V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12
lat	70.12	69.00	67.88	71.25	52.12	53.25	56.62	59.88	46.25	46.25	46.25	33.00
lon	-9.00	 2.62	10.00	27.38	-9.00	-5.00	 9.25	27.38	-9.00	-8.88	 9.25	30.00
N	 5.39	 4.20	 3.83	 3.64	 5.39	 5.19	 3.78	 3.64	 5.39	 5.36	 3.78	 3.31
S	 3.66	 2.77	 5.22	 2.11	 3.66	 3.38	 5.20	 1.12	 3.66	 3.71	 1.38	-0.31
W	 6.95	 5.95	 4.80	 7.49	 4.17	 4.16	 3.47	 2.40	 3.47	 3.47	 3.47	 0.91
E	-2.96	-2.78	-1.20	-3.06	-0.43	-1.49	-0.91	-1.75	 1.66	 1.66	 1.66	 0.79
NW	 6.49	 4.87	 3.54	 2.96	 3.29	 3.77	 6.18	 3.71	 2.74	 2.76	 5.12	 6.55
NE	 4.43	 3.94	 4.33	 4.15	 4.03	 4.33	 4.46	 3.00	 4.56	 4.56	 3.50	 1.42
SE	 2.95	 3.12	 3.26	 3.00	 3.48	 3.76	 2.41	 1.90	 3.95	 3.94	 2.12	-0.35
SW	 2.70	 3.22	 3.18	 1.96	 3.22	 3.28	 2.50	 2.83	 2.79	 2.79	 1.72	-0.11
x
1 day
V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12
lat	70.12	60.00	70.12	71.25	53.25	54.38	56.62	59.88	46.25	46.25	46.25	33.00
lon	-9.00	 2.00	11.25	27.38	-9.00	-3.38	 9.25	27.38	-9.00	-7.50	 9.25	33.75
N	 5.32	 3.37	 3.54	 3.51	 5.32	 4.23	 3.40	 3.51	 5.32	 4.92	 3.40	 3.01
S	 2.30	 2.40	 5.96	 2.59	 2.30	 2.81	 5.25	 1.03	 2.30	 2.51	 1.89	-0.71
W	 7.02	 2.52	 7.02	 6.95	 3.85	 4.49	 3.26	 2.54	 3.22	 3.22	 3.22	 1.02
E	-3.24	-1.60	-3.24	-3.82	-1.32	-1.41	-1.77	-1.64	 1.61	 1.61	 1.61	 0.55
NW	 6.41	 6.29	 3.39	 2.75	 2.78	 3.52	 5.74	 3.62	 2.32	 2.27	 4.75	 5.41
NE	 4.27	 3.55	 3.50	 4.12	 3.21	 3.56	 4.10	 3.35	 3.79	 3.73	 3.73	 1.70
SE	 3.50	 2.97	 3.04	 3.28	 3.15	 4.68	 2.36	 1.78	 2.32	 2.51	 2.92	-0.63
SW	 2.93	 3.55	 3.18	 1.89	 2.67	 3.39	 1.70	 3.74	 2.60	 2.37	 1.64	-0.43
x
1 day
V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14
lat	69.00	69.00	69.00	60.00	63.38	72.25	55.50	56.62	59.88	59.88	46.25	46.25	46.25	34.12
lon	-9.25	-9.12	-9.00	 0.00	 9.25	27.38	-9.00	-1.75	 9.25	27.38	-9.00	-6.00	 9.25	35.00
N	 5.05	 5.10	 5.13	 3.38	 2.92	 2.20	 5.13	 3.57	 2.92	 2.20	 5.13	 4.19	 2.92	 2.86
S	 1.89	 1.89	 1.89	 2.63	 3.65	 2.46	 1.89	 2.63	 3.65	 1.12	 1.89	 1.92	 1.18	 0.41
W	 6.33	 6.33	 6.33	 3.31	 3.08	 5.81	 2.76	 3.45	 3.37	 3.37	 2.85	 2.85	 2.85	 1.16
E	-2.07	-2.07	-2.07	-1.67	-1.24	-3.99	-1.45	-1.54	-1.66	-1.66	 1.51	 1.51	 1.51	 0.63
NW	 6.54	 6.59	 6.64	 6.64	 3.49	 1.58	 3.33	 5.04	 3.98	 2.66	 1.87	 1.77	 5.33	 3.98
NE	 3.95	 3.91	 3.89	 2.35	 2.41	 2.81	 2.52	 2.39	 2.09	 3.51	 2.25	 2.16	 3.62	 1.69
SE	 4.04	 3.97	 3.92	 3.92	 2.69	 3.01	 2.77	 3.56	 2.54	 2.18	 1.57	 1.86	 2.31	 0.65
SW	 3.69	 3.65	 3.58	 2.80	 2.32	 1.76	 3.41	 2.92	 2.24	 3.08	 2.29	 2.44	 1.47	 0.47
x
1 day
V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12
lat	 67.88	 60.00	 65.62	 72.38	 59.88	 58.88	 59.88	 59.88	 46.25	 46.25	 44.25	 35.25
lon	-10.00	  0.00	  9.25	 27.38	 -9.00	  0.00	  9.25	 27.38	 -9.00	 -7.50	  9.25	 35.00
N	  3.78	  2.88	  2.08	  1.19	  3.89	  2.88	  2.08	  1.19	  3.89	  3.51	  2.08	  2.55
S	  1.98	  3.13	  3.44	  1.91	  1.88	  3.13	  3.44	  1.58	  1.88	  1.78	  1.34	  0.96
W	  6.18	  4.33	  4.77	  5.43	  2.54	  4.68	  4.36	  4.36	  3.01	  3.01	  2.54	  1.21
E	 -0.98	 -1.20	 -0.76	 -4.63	 -1.20	 -1.34	 -1.20	 -1.20	  1.09	  1.09	  0.76	  1.06
NW	  5.23	  5.40	  3.00	  0.53	  3.86	  5.23	  3.43	  1.34	  1.18	  1.14	  4.63	  3.32
NE	  2.71	  1.84	  2.04	  1.87	  2.13	  1.88	  1.09	  3.25	  2.25	  1.98	  3.36	  2.46
SE	  4.52	  3.41	  3.63	  2.81	  2.11	  4.34	  2.44	  2.28	  1.66	  1.74	  1.61	  0.35
SW	  3.54	  3.01	  3.13	  1.89	  2.37	  2.93	  2.46	  2.73	  2.30	  2.29	  1.33	  0.81
x
1 day
V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12
lat	66.75	60.00	67.88	72.25	59.88	59.88	59.88	59.88	46.25	46.25	44.25	35.38
lon	-9.00	 2.00	 9.25	27.38	-9.00	 2.00	 9.25	27.38	-9.00	-6.00	 9.25	31.25
N	 3.28	 2.72	 1.69	 1.42	 3.28	 2.72	 1.69	 1.42	 3.28	 3.06	 1.69	 1.74
S	 1.85	 2.87	 1.96	 1.90	 1.85	 2.87	 1.96	 1.10	 1.85	 1.83	 1.64	 0.95
W	 5.96	 4.35	 6.24	 5.05	 2.86	 4.36	 4.36	 4.36	 2.95	 2.95	 2.44	 1.34
E	-1.06	-0.95	-1.14	-4.98	-0.97	-0.97	-0.97	-0.97	 0.99	 0.99	 0.78	 0.38
NW	 4.43	 4.20	 2.71	 0.68	 3.82	 4.22	 3.62	 0.78	 0.91	 1.00	 4.43	 3.80
NE	 2.25	 1.64	 1.63	 2.09	 2.02	 1.63	 1.80	 2.80	 1.67	 1.79	 2.87	 2.76
SE	 2.92	 3.60	 2.59	 2.58	 1.68	 3.59	 2.54	 2.20	 1.56	 1.71	 1.55	 0.74
SW	 2.64	 3.55	 3.47	 1.95	 2.16	 3.59	 1.97	 1.59	 2.38	 2.22	 1.77	 1.11
x
1 day
V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12
lat	65.62	65.50	70.00	71.25	59.88	59.88	59.88	59.88	46.25	45.38	46.25	34.25
lon	-9.00	 2.38	 9.25	27.38	-9.00	 4.00	 9.25	27.38	-9.00	 5.62	 9.25	40.00
N	 2.28	 1.98	 1.48	 1.82	 2.28	 1.76	 1.48	 1.82	 2.28	 1.67	 1.48	 2.57
S	 2.35	 2.80	 2.52	 2.13	 1.98	 2.64	 1.86	 1.16	 1.74	 1.54	 1.13	 0.41
W	 6.23	 6.09	 4.77	 4.11	 2.49	 2.49	 2.49	 2.49	 2.29	 2.28	 2.29	 1.74
E	-0.22	-0.28	-2.51	-3.57	-0.99	-0.99	-0.99	-0.99	 2.18	 1.78	 2.18	 0.74
NW	 3.44	 3.26	 1.80	 1.07	 3.19	 3.21	 3.25	 1.04	 1.06	 3.21	 3.64	 2.63
NE	 1.43	 1.56	 1.66	 2.45	 1.46	 1.75	 2.06	 2.72	 1.74	 2.61	 2.70	 2.10
SE	 3.00	 3.17	 2.37	 2.64	 1.49	 2.89	 2.65	 2.20	 1.75	 1.50	 1.90	 0.59
SW	 2.91	 3.08	 3.50	 2.12	 2.23	 3.02	 2.27	 1.99	 2.25	 2.37	 1.78	 1.23
x
1 day
V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12
lat	64.500	66.750	67.875	72.375	59.875	59.875	59.875	59.875	46.250	45.500	46.250	33.000
lon	-9.000	 5.000	 9.250	27.375	-9.000	-4.000	 9.250	27.375	-9.000	 7.000	 9.250	43.750
N	 1.343	 0.950	 1.077	 1.286	 1.343	 1.355	 1.077	 1.286	 1.343	 0.973	 1.077	 2.502
S	 1.714	 3.625	 3.579	 2.154	 1.714	 2.247	 1.645	 1.390	 1.413	 1.436	 1.181	-0.625
W	 3.766	 4.518	 4.151	 4.666	 2.654	 2.654	 2.654	 2.654	 2.093	 2.049	 2.093	 1.878
E	-0.108	 0.147	-0.092	-3.787	-0.231	-0.231	-0.231	-0.231	 1.960	 1.718	 1.960	 0.649
NW	 1.975	 2.172	 1.025	 0.568	 2.802	 1.953	 2.562	 0.557	 1.183	 2.385	 1.975	 1.259
NE	 0.167	 1.103	 1.047	 2.083	 0.724	 1.025	 0.980	 2.807	 0.869	 2.985	 2.985	 2.027
SE	 2.101	 3.955	 3.315	 2.745	 1.809	 2.113	 2.353	 2.387	 1.803	 1.524	 1.573	-0.657
SW	 2.167	 2.884	 3.368	 2.001	 1.818	 2.123	 1.993	 1.700	 2.020	 2.447	 1.865	-0.302
x
1 day
V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12
lat	73.500	73.500	73.500	73.500	59.875	59.875	51.000	59.875	46.250	41.000	46.250	33.000
lon	-9.000	 9.125	13.250	27.375	-9.000	-2.000	14.375	27.375	-9.000	 2.500	 9.250	43.750
N	-0.081	-0.023	-0.151	-0.023	 0.185	 0.000	 1.204	-0.023	 0.347	 1.123	 0.938	 2.339
S	 1.425	 4.146	 3.196	 2.559	 1.425	 2.409	 1.714	 1.251	 1.425	 2.687	 1.089	-0.521
W	 4.526	 5.179	 5.179	 5.179	 1.592	 1.592	 1.251	 1.592	 1.759	 1.872	 1.759	 1.892
E	 1.509	 1.509	 1.509	 1.509	 0.831	 0.831	 2.576	 0.831	 2.395	 0.675	 2.395	 0.704
NW	  -Inf	  -Inf	  -Inf	  -Inf	 1.698	 1.403	 1.381	-0.323	 1.031	 1.998	 1.430	 1.545
NE	  -Inf	  -Inf	  -Inf	  -Inf	-0.390	-0.033	 2.874	 3.330	 0.562	 2.383	 2.706	 2.551
SE	 2.813	 3.142	 2.701	 2.935	 1.431	 2.090	 2.629	 2.326	 2.020	 1.615	 1.655	-0.950
SW	 1.595	 2.346	 3.052	 1.830	 2.102	 1.864	 2.200	 2.149	 1.694	 2.493	 2.285	 0.186
x
1 day
V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12
lat	 73.50	 73.50	 73.50	 73.50	 48.88	 52.12	 53.25	 59.88	 46.25	 42.00	 43.12	 33.00
lon	 -9.00	  9.12	 10.00	 27.38	-27.00	  9.12	 15.00	 27.38	-27.00	  5.62	  9.25	 45.00
N	 -0.61	 -1.26	 -1.27	 -0.61	  1.34	  1.02	  1.41	 -0.61	  1.34	  1.31	  1.03	  2.51
S	  1.46	  3.40	  3.57	  2.84	  2.35	  1.37	  1.58	  1.07	  2.25	  1.91	  1.36	 -0.36
W	  3.67	  4.69	  4.69	  4.69	 -1.36	  1.47	  1.59	  2.05	 -0.18	  1.50	  1.76	  1.33
E	 -0.20	 -0.20	 -0.20	 -0.20	  2.92	  2.32	  2.50	  1.94	  2.18	  0.47	  1.06	  0.59
NW	  -Inf	  -Inf	  -Inf	  -Inf	  -Inf	  1.41	  1.64	 -1.33	  -Inf	  1.89	  1.75	  1.06
NE	  -Inf	  -Inf	  -Inf	  -Inf	  2.40	  1.10	  1.60	  3.23	  2.35	  2.17	  2.81	  0.15
SE	  2.15	  3.89	  3.61	  3.06	  2.06	  2.30	  2.89	  2.09	  1.95	  1.91	  1.65	 -0.35
SW	  2.04	  2.11	  2.08	  2.20	  -Inf	  1.94	  2.28	  1.88	  -Inf	  2.24	  2.09	 -0.15
x
1 day
V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12
lat	 73.5000	 73.5000	 73.5000	 73.5000	 48.7500	 46.3750	 54.5000	 59.8750	 46.2500	 43.1250	 44.2500	 33.0000
lon	 -9.0000	  9.1250	 10.0000	 27.3750	-25.5000	  7.5000	 15.0000	 27.3750	-22.5000	  5.6250	  9.2500	 45.0000
N	 -0.6022	 -1.8878	 -1.8414	 -1.0307	  1.5982	  1.1581	  1.7372	 -0.6254	  1.6677	  1.5172	  1.1466	  3.1965
S	  1.8530	  2.6869	  2.8490	  2.1657	  2.3742	  1.4129	  1.3434	  0.6833	  2.7448	  1.8762	  1.1002	 -0.4864
W	  2.8544	  4.3224	  4.3224	  4.3224	  0.8958	  1.3261	  1.5157	  2.3537	  1.3231	  2.1580	  1.7623	  1.6019
E	 -1.7534	 -1.7534	 -1.7534	 -1.7534	  2.8982	  2.3165	  2.1938	  2.5152	  2.2442	  1.5233	  1.7300	  0.8424
NW	    -Inf	    -Inf	    -Inf	    -Inf	  0.8615	  1.8571	  1.8707	 -1.0037	  0.6627	  2.0374	  1.8258	  1.0236
NE	    -Inf	    -Inf	    -Inf	    -Inf	  2.4680	  1.7093	  1.5543	  3.0740	  2.6556	  1.7655	  1.9157	  0.0089
SE	  1.9577	  3.4431	  3.1420	  2.8482	  2.0557	  1.4184	  2.2868	  1.7743	  2.1711	  1.8811	  1.4340	 -0.7012
SW	  2.8097	  3.0771	  2.9558	  1.7418	  2.6592	  2.7028	  2.4307	  1.5982	  2.3399	  2.6783	  2.2895	 -0.0089
x
1 day
V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12
lat	 73.50	 73.50	 73.50	 73.50	 46.50	 46.38	 56.62	 59.88	 45.50	 43.25	 44.25	 33.00
lon	 -9.00	  9.12	 10.00	 27.38	-21.00	  8.50	 16.12	 27.38	-19.62	  7.00	  9.25	 45.00
N	 -0.75	 -2.35	 -2.27	 -0.64	  2.20	  1.59	  1.77	 -0.30	  2.47	  1.39	  1.78	  2.96
S	  2.27	  2.58	  2.48	  2.33	  2.72	  1.59	  1.51	  0.54	  3.16	  1.52	  1.41	 -0.54
W	  2.04	  3.51	  3.51	  3.51	  2.30	  2.28	  1.85	  2.45	  2.36	  2.46	  2.34	  1.78
E	 -1.59	 -1.59	 -1.59	 -1.59	  2.34	  2.40	  2.59	  3.55	  2.86	  2.45	  3.01	  0.57
NW	  -Inf	  -Inf	  -Inf	  -Inf	  1.71	  2.15	  1.87	 -0.44	  1.59	  2.16	  1.88	  1.57
NE	  -Inf	  -Inf	  -Inf	  -Inf	  2.66	  1.58	  1.85	  2.33	  3.08	  1.53	  1.60	  0.17
SE	  1.84	  2.66	  2.63	  2.86	  2.16	  1.42	  1.53	  1.80	  2.41	  1.93	  1.32	 -0.63
SW	  2.94	  3.51	  3.55	  1.99	  3.24	  2.34	  2.09	  1.90	  3.32	  2.33	  2.16	 -0.17
x
1 day
V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18
lat	 62.25	 73.50	 73.50	 73.50	 73.50	 73.50	 73.50	 73.50	 73.50	 73.50	 46.38	 46.38	 58.88	 59.88	 42.12	 43.12	 43.12	 33.00
lon	-27.00	  9.12	 10.00	 10.12	 10.25	 10.38	 10.50	 10.62	 10.75	 27.38	-19.62	  9.00	 16.88	 27.38	-14.00	  7.12	  9.25	 45.00
N	  1.30	 -2.48	 -2.52	 -2.52	 -2.51	 -2.51	 -2.50	 -2.50	 -2.49	 -0.52	  2.46	  1.22	  1.90	 -0.35	  3.50	  1.26	  1.18	  3.05
S	  1.33	  2.64	  2.77	  2.74	  2.72	  2.70	  2.69	  2.65	  2.64	  2.06	  1.97	  1.25	  1.46	  0.87	  3.24	  1.88	  1.17	 -0.41
W	 -4.03	  3.34	  3.34	  3.34	  3.34	  3.34	  3.34	  3.34	  3.34	  3.34	  1.83	  1.83	  2.24	  2.26	  2.40	  2.57	  2.57	  1.33
E	  4.03	 -3.30	 -3.30	 -3.30	 -3.30	 -3.30	 -3.30	 -3.30	 -3.30	 -3.30	  0.81	  0.81	  3.83	  3.92	  3.23	  3.24	  3.24	  0.66
NW	  -Inf	  -Inf	  -Inf	  -Inf	  -Inf	  -Inf	  -Inf	  -Inf	  -Inf	  -Inf	  1.85	  1.85	  2.44	  0.23	  2.26	  2.16	  2.10	  2.34
NE	  2.07	  -Inf	  -Inf	  -Inf	  -Inf	  -Inf	  -Inf	  -Inf	  -Inf	  -Inf	  2.39	  1.45	  1.84	  1.97	  4.08	  1.39	  1.59	 -0.16
SE	  2.80	  2.50	  2.59	  2.58	  2.56	  2.55	  2.53	  2.50	  2.48	  2.78	  1.89	  1.28	  1.76	  2.18	  2.41	  1.37	  1.50	 -0.75
SW	  -Inf	  2.93	  2.92	  2.92	  2.94	  2.93	  2.92	  2.93	  2.94	  1.80	  2.69	  2.05	  1.64	  2.56	  3.51	  2.23	  2.43	  0.16
x
1 day
V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13
lat	 64.50	 73.50	 73.50	 73.50	 73.50	 46.38	 47.62	 47.75	 59.88	 40.88	 39.88	 43.12	 33.00
lon	-27.00	  9.12	 13.12	 13.25	 27.38	 -9.00	  9.12	 10.50	 27.38	-10.00	 -8.88	  9.25	 45.00
N	  1.18	 -2.36	 -2.27	 -2.26	 -0.72	  1.85	  1.74	  1.80	  0.19	  3.79	  3.35	  1.76	  2.33
S	  1.30	  2.50	  2.48	  2.48	  1.17	  3.45	  1.70	  1.49	  1.03	  3.82	  3.45	  1.67	 -0.20
W	 -2.50	  2.53	  2.53	  2.53	  2.53	  1.28	  1.39	  1.38	  2.08	  2.30	  2.20	  1.89	  1.17
E	  3.90	 -2.20	 -2.20	 -2.20	 -2.20	  0.86	  0.82	  0.86	  2.56	  3.49	  2.32	  0.71	  0.65
NW	  -Inf	  -Inf	  -Inf	  -Inf	  -Inf	  2.13	  1.84	  1.84	  0.79	  3.21	  3.26	  1.88	  1.90
NE	  1.85	  -Inf	  -Inf	  -Inf	  -Inf	  1.40	  1.34	  1.24	  1.75	  4.07	  3.79	  1.50	 -0.36
SE	  2.54	  2.42	  2.56	  2.58	  2.62	  2.19	  1.57	  1.61	  2.17	  3.29	  3.43	  1.18	 -0.64
SW	  -Inf	  2.72	  2.45	  2.37	  2.95	  2.79	  3.47	  2.58	  2.10	  3.97	  3.63	  1.99	  0.36
x
1 day
V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12
lat	 66.75	 73.50	 73.50	 73.50	 46.38	 46.38	 47.62	 59.88	 38.75	 38.75	 43.12	 33.00
lon	-27.00	  9.12	 13.38	 27.38	 -9.00	  9.00	 12.00	 27.38	 -9.00	 -6.25	  9.75	 45.00
N	  1.67	 -2.02	 -2.21	 -0.88	  1.95	  1.85	  1.60	  0.59	  2.50	  4.00	  1.82	  3.47
S	  1.49	  2.11	  2.43	  1.34	  3.02	  1.62	  1.62	  0.98	  3.02	  4.17	  1.70	 -0.38
W	 -0.82	  2.32	  2.32	  2.32	  2.12	  2.12	  1.86	  1.66	  2.32	  2.32	  1.89	  1.22
